leak,reader,encounter,rejectable,gate_open,looked,drift_from_start,value_divergence,arm
0.1,10,16,True,0.1,0.20833333333333334,0.005654474087936533,7.709065278266663,skims_it
0.1,10,17,True,0.10000000001705299,0.125,0.007536478228876389,3.5841790634913333,skims_it
0.1,10,18,True,0.10000000000000016,0.125,0.009831147326679494,5.153917456386964,skims_it
0.1,10,19,True,0.1,0.4166666666666667,0.01998724152677562,13.815494643620918,skims_it
0.1,11,0,True,0.10000000807106978,0.16666666666666666,0.00034926241400814366,2.7561571287486912,skims_it
0.1,11,1,True,0.1,0.4166666666666667,0.004602242045717049,13.815507542984912,skims_it
0.1,11,2,True,0.10000000000000048,0.125,0.004073855177981027,5.002162742560682,skims_it
0.1,11,3,True,0.100000010722343,0.08333333333333333,0.003609331146050436,2.6376846565407996,skims_it
0.1,11,4,True,0.10000006178332423,0.08333333333333333,0.003456904119702845,2.4108353829678513,skims_it
0.1,11,5,True,0.1,0.5833333333333334,0.003751681698937852,13.815510545965182,skims_it
0.1,11,6,True,0.1,0.20833333333333334,0.006183844114023555,7.28847494842651,skims_it
0.1,11,7,True,0.1014681214458233,0.08333333333333333,0.006867673221152868,0.7689895941417326,skims_it
0.1,11,8,True,0.1,0.16666666666666666,0.0097222394550864,6.445152000291369,skims_it
0.1,11,9,True,0.10000281504082738,0.08333333333333333,0.009015489321549004,1.8748713487727346,skims_it
0.1,11,10,True,0.10000012905092821,0.08333333333333333,0.010384018896670684,2.3168870765292526,skims_it
0.1,11,11,True,0.1,0.20833333333333334,0.00741994509901335,8.218519248736651,skims_it
0.1,11,12,True,0.1,0.16666666666666666,0.006179144918365777,6.018932831854533,skims_it
0.1,11,13,True,0.1,0.16666666666666666,0.0060470577439464285,6.379850292749845,skims_it
0.1,11,14,True,0.10000000002585935,0.125,0.004511483265502936,3.542842715138571,skims_it
0.1,11,15,True,0.1000000313286717,0.08333333333333333,0.004040812415334069,2.4908882636156613,skims_it
0.1,11,16,True,0.10000000001183786,0.08333333333333333,0.0041324555401502355,3.6470995966945017,skims_it
0.1,11,17,True,0.1,0.16666666666666666,0.004913148827493115,6.243903922736087,skims_it
0.1,11,18,True,0.1,0.5416666666666666,0.012538748706214159,13.815509951729977,skims_it
0.1,11,19,True,0.13339453776360435,0.08333333333333333,0.011683666761324589,0.1525676351114787,skims_it
0.1,12,0,True,0.10000000000006677,0.125,0.000222807885027937,4.3580451293296685,skims_it
0.1,12,1,True,0.100000000266729,0.08333333333333333,0.0002156544928332317,3.1985255935173935,skims_it
0.1,12,2,True,0.10000000099257346,0.08333333333333333,0.00015153437277710155,3.0147281306376956,skims_it
0.1,12,3,True,0.10000000000001068,0.20833333333333334,0.0011736283394597272,4.603146083216565,skims_it
0.1,12,4,True,0.10000000000000002,0.125,0.0011758460287052313,5.45307972912013,skims_it
0.1,12,5,True,0.1,0.16666666666666666,0.0018841356818205743,6.136998899853887,skims_it
0.1,12,6,True,0.10000000004138704,0.16666666666666666,0.002980355817019621,3.483861094499307,skims_it
